com.donnnno.arcticons	acryl_arcticonsdark.jpg
com.greenaddress.greenbits_android_wallet	acryl_green.jpg
com.vincent_falzon.discreetlauncher	acryl_discreetlauncher.jpg
com.x8bit.bitwarden	acryl_bitwarden.jpg
org.fdroid.fdroid	acryl_fdroid.jpg
